EraID,EraNarrative,EventID,EventNarrative,EventDifficulty,OptionID,OptionText,OptionTag,PositiveOutcomeText,PositivePS_Change,NegativeOutcomeText,NegativePS_Change
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E4,"LEADERSHIP CRISIS - Political instability, contested elections, or weakened governance emerges.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,Institutional reforms and transparency restore trust.,10,Reforms expose deeper corruption and escalate distrust.,-8
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E4,"LEADERSHIP CRISIS - Political instability, contested elections, or weakened governance emerges.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Dialogue between parties reduces political animosity.,9,"Talks collapse, leading to mass demonstrations.",-7
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E4,"LEADERSHIP CRISIS - Political instability, contested elections, or weakened governance emerges.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Advisors craft stable governance models.,11,Poor counsel worsens instability and public fear.,-9
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E4,"LEADERSHIP CRISIS - Political instability, contested elections, or weakened governance emerges.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Resource mobilisation strengthens essential agencies.,8,Opposition perceives this as authoritarian overreach.,-10
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E4,"LEADERSHIP CRISIS - Political instability, contested elections, or weakened governance emerges.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Local governments stabilise their regions effectively.,7,Decentralisation fragments national authority.,-6
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E5,TECHNOLOGICAL BREAKTHROUGH - Major scientific or engineering advancements reshape society.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Infrastructure adapts seamlessly to emerging technologies.,10,System failures spark public panic over unsafe innovations.,-8
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E5,TECHNOLOGICAL BREAKTHROUGH - Major scientific or engineering advancements reshape society.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Open scientific discussion encourages informed adoption.,9,Debates spark confusion and distrust of new tech.,-7
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E5,TECHNOLOGICAL BREAKTHROUGH - Major scientific or engineering advancements reshape society.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Experts refine prototypes into reliable tools.,11,Failed tests damage credibility and slow progress.,-9
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E5,TECHNOLOGICAL BREAKTHROUGH - Major scientific or engineering advancements reshape society.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,National investment accelerates implementation.,8,Other vital programs collapse from lack of funding.,-10
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E5,TECHNOLOGICAL BREAKTHROUGH - Major scientific or engineering advancements reshape society.,Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Local tech sectors evolve the innovation creatively.,7,Uneven rollouts widen technological divides.,-6
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E6,"NATURAL DISASTER - Earthquakes, hurricanes, wildfires, or droughts strike with destructive force.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,Modern engineering protects cities and critical systems.,10,"Defences collapse, causing widespread destruction.",-8
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E6,"NATURAL DISASTER - Earthquakes, hurricanes, wildfires, or droughts strike with destructive force.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Public communication and organised response minimise loss.,9,Slow or unclear messaging worsens casualties.,-7
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E6,"NATURAL DISASTER - Earthquakes, hurricanes, wildfires, or droughts strike with destructive force.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Specialists map safe zones and evacuation routes.,11,Incorrect assessments lead citizens into danger.,-9
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E6,"NATURAL DISASTER - Earthquakes, hurricanes, wildfires, or droughts strike with destructive force.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Rapid deployment of resources stabilises impacted areas.,8,"Supplies drain rapidly, crippling recovery efforts.",-10
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E6,"NATURAL DISASTER - Earthquakes, hurricanes, wildfires, or droughts strike with destructive force.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Local emergency teams act swiftly and effectively.,7,Inconsistent regional responses deepen the crisis.,-6
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E7,FOREIGN RELATIONS INCIDENT - Diplomatic tensions rise with rival nations or blocs.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,"Diplomatic centres, trade hubs, and secure networks strengthen relations.",10,Infrastructure reveals strategic vulnerabilities.,-8
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E7,FOREIGN RELATIONS INCIDENT - Diplomatic tensions rise with rival nations or blocs.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Talks soften tensions and open cooperation channels.,9,Diplomatic missteps insult foreign powers.,-7
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E7,FOREIGN RELATIONS INCIDENT - Diplomatic tensions rise with rival nations or blocs.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Specialists evaluate geopolitical intentions accurately.,11,Faulty intelligence sparks escalation.,-9
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E7,FOREIGN RELATIONS INCIDENT - Diplomatic tensions rise with rival nations or blocs.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Military and economic resources bolster deterrence.,8,Rival nations interpret this as aggression.,-10
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E7,FOREIGN RELATIONS INCIDENT - Diplomatic tensions rise with rival nations or blocs.,Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Regional leaders negotiate independently.,7,Conflicting messages weaken foreign confidence.,-6
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E8,"POPULATION SURGE - Urbanisation accelerates, straining infrastructure.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,"Expanded housing, transport, and sanitation stabilise growth.",10,Rapid expansion collapses under pressure.,-8
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E8,"POPULATION SURGE - Urbanisation accelerates, straining infrastructure.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Community discussions allocate resources fairly.,9,Meetings devolve into chaotic demands.,-7
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E8,"POPULATION SURGE - Urbanisation accelerates, straining infrastructure.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Urban planners identify optimal expansion zones.,11,Design failures worsen congestion and housing shortages.,-9
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E8,"POPULATION SURGE - Urbanisation accelerates, straining infrastructure.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Aggressive construction eases strain quickly.,8,"Overextended budgets stall halfway, worsening shortages.",-10
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E8,"POPULATION SURGE - Urbanisation accelerates, straining infrastructure.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Local councils innovate effective neighbourhood solutions.,7,Uneven development creates urban tension.,-6
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E9,PUBLIC HEALTH CHALLENGE - A fast-spreading illness threatens public safety.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Modern sanitation and healthcare reduce spread.,10,System overload accelerates infection rates.,-8
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E9,PUBLIC HEALTH CHALLENGE - A fast-spreading illness threatens public safety.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Medical professionals unify treatment protocols.,9,"Hospitals clash over methods, confusing patients.",-7
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E9,PUBLIC HEALTH CHALLENGE - A fast-spreading illness threatens public safety.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Researchers identify treatments and containment strategies.,11,Experimental cures worsen symptoms.,-9
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E9,PUBLIC HEALTH CHALLENGE - A fast-spreading illness threatens public safety.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Government mobilises resources into hospitals and quarantines.,8,Central bottlenecks collapse medical capacity.,-10
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E9,PUBLIC HEALTH CHALLENGE - A fast-spreading illness threatens public safety.,Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Local clinics isolate outbreaks effectively.,7,Hidden cases allow the illness to resurge unexpectedly.,-6
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E10,WORKER UNREST - Labour protests rise against unsafe conditions or inequality.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,"Factory upgrades, automation, and safety reforms ease strain.",10,"Upgrades malfunction, worsening conditions.",-8
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E10,WORKER UNREST - Labour protests rise against unsafe conditions or inequality.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Dialogue reduces unrest and restores cooperation.,9,Workers feel dismissed and escalate protests.,-7
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E10,WORKER UNREST - Labour protests rise against unsafe conditions or inequality.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Specialists redesign labour systems efficiently.,11,Miscalculations increase workloads and accidents.,-9
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E10,WORKER UNREST - Labour protests rise against unsafe conditions or inequality.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Redirected funds improve conditions and wages.,8,Other sectors suffer severely from budget cuts.,-10
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E10,WORKER UNREST - Labour protests rise against unsafe conditions or inequality.,Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Local unions restructure labour independently.,7,Uneven reforms create inter-union hostility.,-6
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E1,"RESOURCE SHORTAGE - Critical shortages of fusion fuel, terraforming compounds, rare alloys, or habitat supplies threaten stability.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,"Orbital refineries, stabilised habitats, and upgraded fusion grids restore essential supplies.",10,"Megastructure failures cascade, worsening shortages system-wide.",-8
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E1,"RESOURCE SHORTAGE - Critical shortages of fusion fuel, terraforming compounds, rare alloys, or habitat supplies threaten stability.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,"Colonies, stations, and fleets negotiate fair distribution across the network.",9,Talks deteriorate as regions accuse each other of resource hoarding.,-7
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E1,"RESOURCE SHORTAGE - Critical shortages of fusion fuel, terraforming compounds, rare alloys, or habitat supplies threaten stability.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,"Specialists locate new asteroid veins, fusion sources, and synthesizable compounds.",11,"Scouting errors misidentify resources, wasting precious time.",-9
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E1,"RESOURCE SHORTAGE - Critical shortages of fusion fuel, terraforming compounds, rare alloys, or habitat supplies threaten stability.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Emergency redirection of fleets and transports restores near-term stability.,8,Critical sectors collapse from diverted shipments.,-10
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E1,"RESOURCE SHORTAGE - Critical shortages of fusion fuel, terraforming compounds, rare alloys, or habitat supplies threaten stability.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Autonomous colonies innovate recycling and production methods.,7,Fragmented solutions cause uneven stability across star systems.,-6
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E2,"CULTURAL SCHISM - Divergence between planet-born citizens, station-dwellers, and colony cultures fractures unity.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,Shared interplanetary academies and cultural hubs strengthen unity.,10,New structures become symbols of division between colonies.,-8
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E2,"CULTURAL SCHISM - Divergence between planet-born citizens, station-dwellers, and colony cultures fractures unity.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Diplomatic summits bridge ideological gaps.,9,Talks devolve into protests and digital sabotage campaigns.,-7
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E2,"CULTURAL SCHISM - Divergence between planet-born citizens, station-dwellers, and colony cultures fractures unity.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Anthropologists and AI mediators propose stabilising reforms.,11,Reforms perceived as biased ignite further hostility.,-9
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E2,"CULTURAL SCHISM - Divergence between planet-born citizens, station-dwellers, and colony cultures fractures unity.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Firm central action temporarily suppresses unrest.,8,Crackdowns fuel separatist movements across colonies.,-10
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E2,"CULTURAL SCHISM - Divergence between planet-born citizens, station-dwellers, and colony cultures fractures unity.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Local identity expression stabilises communities.,7,"Worlds drift further apart culturally, threatening fragmentation.",-6
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E3,"ECONOMIC BOOM - New mining colonies, trade corridors, or technological markets trigger massive prosperity.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,"Megastructures, slipspace lanes, and industrial hubs consolidate growth.",10,Overbuilt projects collapse or destabilise orbital sectors.,-8
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E3,"ECONOMIC BOOM - New mining colonies, trade corridors, or technological markets trigger massive prosperity.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Corporations and colony guilds negotiate balanced trade laws.,9,Corporate warfare erupts over interstellar monopolies.,-7
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E3,"ECONOMIC BOOM - New mining colonies, trade corridors, or technological markets trigger massive prosperity.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Economists optimise star-lane taxation and market flows.,11,Errors destabilise trade routes and cause galactic recession.,-9
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E3,"ECONOMIC BOOM - New mining colonies, trade corridors, or technological markets trigger massive prosperity.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Government investment accelerates expansion.,8,Overspending overheats markets and triggers colony inflation.,-10
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E3,"ECONOMIC BOOM - New mining colonies, trade corridors, or technological markets trigger massive prosperity.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Local colonies innovate diverse trade specialisations.,7,Prosperity imbalance sparks inter-colony resentment.,-6
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E4,"LEADERSHIP CRISIS - Political divisions form between planetary governors, fleet command, and central authority.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,Reforms strengthen command chains and planetary governance.,10,Revealed corruption fractures public confidence.,-8
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E4,"LEADERSHIP CRISIS - Political divisions form between planetary governors, fleet command, and central authority.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,"Governors, fleets, and councils negotiate effectively.",9,Disputes escalate into political standoffs and cyber-attacks.,-7
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E4,"LEADERSHIP CRISIS - Political divisions form between planetary governors, fleet command, and central authority.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Advisors and AI systems craft stabilising strategies.,11,Flawed counsel deepens political instability.,-9
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E4,"LEADERSHIP CRISIS - Political divisions form between planetary governors, fleet command, and central authority.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Redirected resources bolster loyalist fleets.,8,Opposing factions interpret actions as authoritarian and rebel.,-10
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E4,"LEADERSHIP CRISIS - Political divisions form between planetary governors, fleet command, and central authority.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Autonomous planetary rule restores local confidence.,7,Decentralisation fractures unity across systems.,-6
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E5,"TECHNOLOGICAL BREAKTHROUGH - Advances in AI, propulsion, bioscience, or terraforming promise radical change.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,"Infrastructure adapts smoothly to new propulsion, AI, and terraforming tech.",10,Integration failures cause catastrophic glitches.,-8
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E5,"TECHNOLOGICAL BREAKTHROUGH - Advances in AI, propulsion, bioscience, or terraforming promise radical change.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Scientific councils hold open forums explaining the breakthrough.,9,Confusing debate spreads fear of new technology.,-7
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E5,"TECHNOLOGICAL BREAKTHROUGH - Advances in AI, propulsion, bioscience, or terraforming promise radical change.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Experts refine prototypes into stable galaxy-wide applications.,11,Failed tests undermine scientific credibility.,-9
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E5,"TECHNOLOGICAL BREAKTHROUGH - Advances in AI, propulsion, bioscience, or terraforming promise radical change.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,National research funding accelerates adoption.,8,Resource drain collapses unrelated vital sectors.,-10
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E5,"TECHNOLOGICAL BREAKTHROUGH - Advances in AI, propulsion, bioscience, or terraforming promise radical change.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,"Colonies evolve tech uniquely, fostering creative growth.",7,Uneven tech distribution creates colony inequality.,-6
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E6,"NATURAL DISASTER - Cosmic storms, asteroid strikes, solar flares, or habitat failures pose grave danger.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,"Reinforced domes, shields, and hulls protect millions.",10,Defensive systems catastrophically fail under cosmic stress.,-8
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E6,"NATURAL DISASTER - Cosmic storms, asteroid strikes, solar flares, or habitat failures pose grave danger.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Clear broadcasts coordinate system-wide evacuation.,9,"Misinformation floods networks, worsening losses.",-7
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E6,"NATURAL DISASTER - Cosmic storms, asteroid strikes, solar flares, or habitat failures pose grave danger.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Specialists map safe orbital paths and shelters.,11,Incorrect predictions lead colony ships into danger.,-9
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E6,"NATURAL DISASTER - Cosmic storms, asteroid strikes, solar flares, or habitat failures pose grave danger.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Swift deployment of drones and fleets reduces damage.,8,Supply exhaustion halts recovery efforts abruptly.,-10
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E6,"NATURAL DISASTER - Cosmic storms, asteroid strikes, solar flares, or habitat failures pose grave danger.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Colonies act quickly with autonomous safety protocols.,7,Patchwork responses leave vulnerable regions devastated.,-6
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E7,FOREIGN RELATIONS INCIDENT - Tensions escalate with alien species or rival human coalitions.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,"Diplomatic outposts, translation arrays, and envoy ships stabilise relations.",10,New centres expose strategic vulnerabilities.,-8
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E7,FOREIGN RELATIONS INCIDENT - Tensions escalate with alien species or rival human coalitions.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Negotiations calm tensions with alien or human factions.,9,Misinterpreted gestures insult powerful rivals.,-7
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E7,FOREIGN RELATIONS INCIDENT - Tensions escalate with alien species or rival human coalitions.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Xenologists and diplomats accurately gauge intentions.,11,Misread signals escalate into dangerous confrontations.,-9
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E7,FOREIGN RELATIONS INCIDENT - Tensions escalate with alien species or rival human coalitions.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Military and economic reinforcement deters aggression.,8,Opponents perceive this as provocational escalation.,-10
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E7,FOREIGN RELATIONS INCIDENT - Tensions escalate with alien species or rival human coalitions.,Variable,O5,Allow local communities autonomy to handle the situation.,Generic,"Local colonies negotiate independently, reducing central pressure.",7,Fragmented diplomacy weakens foreign confidence.,-6
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E8,"POPULATION SURGE - Rapid colony expansion strains life-support, housing, and supply lines.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,"Expanded habitats, life-support grids, and transit systems support growth.",10,Rushed construction collapses under strain.,-8
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E8,"POPULATION SURGE - Rapid colony expansion strains life-support, housing, and supply lines.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Public forums coordinate sustainable use of resources.,9,Conflicts erupt over access to life-support capacity.,-7
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E8,"POPULATION SURGE - Rapid colony expansion strains life-support, housing, and supply lines.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Engineers plan efficient orbital and planetary expansion.,11,Faulty designs escalate overcrowding and instability.,-9
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E8,"POPULATION SURGE - Rapid colony expansion strains life-support, housing, and supply lines.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Resource redirection rapidly expands housing and supply lines.,8,Funding shortages leave half-finished habitat sections.,-10
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E8,"POPULATION SURGE - Rapid colony expansion strains life-support, housing, and supply lines.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Colonies adapt autonomously with creative growth models.,7,Uneven expansion fuels inter-settlement conflict.,-6
Space,"Your civilisation enters the Space Era—an age of interstellar expansion, advanced robotics, terraforming, orbital megastructures, and fragile diplomatic balances across the stars.",E9,PUBLIC HEALTH CHALLENGE - A strange interstellar pathogen or microgravity illness threatens the population.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,"Advanced sanitation, nano-medical systems, and quarantines slow spread.",10,Breakdowns in containment accelerate infection.,-8
